Airline,Source,Destination,Total_Stops,Price,Duration_in_minutes,Number_of_Stops,Journey_year,Journey_month,Journey_day,Dep_hour,Dep_minute,Arr_hour,Arr_minute
Multiple carriers,Delhi,Cochin,1 stop,9103,505,1,2019,5,15,10,35,19,0
Jet Airways,Banglore,New Delhi,1 stop,31825,890,1,2019,3,1,18,40,9,30
Jet Airways,Kolkata,Banglore,1 stop,14781,1055,1,2019,5,15,16,30,10,5
Jet Airways,Banglore,Delhi,non-stop,7229,180,0,2019,5,18,8,20,11,20
IndiGo,Banglore,New Delhi,non-stop,10067,170,0,2019,3,1,23,30,2,20
Jet Airways,Delhi,Cochin,2 stops,10909,1125,2,2019,4,9,9,40,4,25
IndiGo,Kolkata,Banglore,non-stop,4804,155,0,2019,4,27,15,30,18,5
Jet Airways,Mumbai,Hyderabad,non-stop,4050,85,0,2019,6,1,2,55,4,20
Jet Airways,Kolkata,Banglore,1 stop,14151,1630,1,2019,5,15,20,25,23,35
SpiceJet,Kolkata,Banglore,non-stop,3841,155,0,2019,6,1,6,55,9,30
Jet Airways,Kolkata,Banglore,1 stop,14781,345,1,2019,5,9,14,5,19,50
Vistara,Kolkata,Banglore,1 stop,9870,385,1,2019,6,9,17,0,23,25
Air India,Delhi,Cochin,1 stop,8907,570,1,2019,5,27,13,30,23,0
Jet Airways,Banglore,New Delhi,1 stop,26890,530,1,2019,3,1,22,50,7,40
GoAir,Delhi,Cochin,1 stop,6195,355,1,2019,4,15,7,0,12,55
Jet Airways,Banglore,New Delhi,1 stop,7832,305,1,2019,3,21,14,5,19,10
Multiple carriers Premium economy,Delhi,Cochin,1 stop,11269,395,1,2019,3,21,8,55,15,30
Vistara,Banglore,New Delhi,non-stop,5613,155,0,2019,3,24,16,0,18,35
IndiGo,Banglore,Delhi,non-stop,4284,175,0,2019,5,1,0,30,3,25
Vistara,Banglore,Delhi,non-stop,4668,170,0,2019,5,6,21,0,23,50
Air India,Delhi,Cochin,1 stop,15197,675,1,2019,3,3,8,0,19,15
Jet Airways,Kolkata,Banglore,1 stop,9899,475,1,2019,6,12,8,25,16,20
GoAir,Delhi,Cochin,1 stop,3948,540,1,2019,6,27,10,35,19,35
Jet Airways,Banglore,New Delhi,1 stop,10405,1400,1,2019,3,15,8,55,8,15
Multiple carriers,Delhi,Cochin,3 stops,15419,835,3,2019,6,9,11,35,1,30
Multiple carriers,Delhi,Cochin,1 stop,15135,625,1,2019,3,3,8,25,18,50
Multiple carriers Premium economy,Delhi,Cochin,1 stop,13369,395,1,2019,3,21,6,0,12,35
Jet Airways,Delhi,Cochin,2 stops,18804,440,2,2019,6,27,11,40,19,0
Air Asia,Delhi,Cochin,1 stop,6751,625,1,2019,5,9,20,45,7,10
Air India,Kolkata,Banglore,1 stop,10203,745,1,2019,5,9,20,30,8,55
Jet Airways,Banglore,New Delhi,1 stop,27992,860,1,2019,3,1,7,0,21,20
Air India,Delhi,Cochin,2 stops,12488,725,2,2019,6,12,7,10,19,15
Jet Airways,Banglore,Delhi,non-stop,5198,180,0,2019,4,12,7,10,10,10
Jet Airways,Banglore,Delhi,non-stop,7229,180,0,2019,5,1,17,45,20,45
Air India,Kolkata,Banglore,2 stops,12723,1045,2,2019,6,12,5,50,23,15
Air India,Mumbai,Hyderabad,2 stops,13169,1630,2,2019,3,6,6,0,9,10
Air India,Kolkata,Banglore,2 stops,8366,535,2,2019,5,15,9,25,18,20
Multiple carriers,Delhi,Cochin,1 stop,7670,900,1,2019,5,9,6,0,21,0
Jet Airways,Banglore,Delhi,non-stop,7229,165,0,2019,4,1,6,0,8,45
Vistara,Banglore,Delhi,non-stop,4668,170,0,2019,6,1,21,0,23,50
Air Asia,Delhi,Cochin,1 stop,8327,660,1,2019,3,9,20,10,7,10
Jet Airways,Delhi,Cochin,1 stop,12898,940,1,2019,5,21,20,55,12,35
IndiGo,Kolkata,Banglore,1 stop,4226,240,1,2019,5,6,6,20,10,20
Jet Airways,Delhi,Cochin,1 stop,10262,1425,1,2019,6,27,19,15,19,0
Multiple carriers,Delhi,Cochin,1 stop,10678,845,1,2019,6,24,4,55,19,0
Air India,Delhi,Cochin,2 stops,8052,865,2,2019,3,21,17,15,7,40
GoAir,Banglore,New Delhi,non-stop,3898,175,0,2019,3,24,11,40,14,35
Air Asia,Kolkata,Banglore,non-stop,3807,155,0,2019,6,12,10,20,12,55
IndiGo,Delhi,Cochin,1 stop,6838,705,1,2019,6,3,9,15,21,0
Jet Airways,Delhi,Cochin,2 stops,13014,810,2,2019,6,24,5,30,19,0
IndiGo,Kolkata,Banglore,non-stop,5224,150,0,2019,4,12,14,25,16,55
Multiple carriers,Delhi,Cochin,1 stop,13377,750,1,2019,6,6,13,0,1,30
GoAir,Delhi,Cochin,1 stop,6633,355,1,2019,5,21,7,0,12,55
Air Asia,Kolkata,Banglore,1 stop,5192,955,1,2019,5,24,7,35,23,30
IndiGo,Banglore,Delhi,non-stop,4591,170,0,2019,4,18,22,10,1,0
Air India,Kolkata,Banglore,non-stop,4880,155,0,2019,5,12,20,45,23,20
Jet Airways,Banglore,Delhi,non-stop,7229,180,0,2019,4,27,17,45,20,45
Jet Airways,Delhi,Cochin,1 stop,12373,520,1,2019,5,9,19,45,4,25
Air India,Delhi,Cochin,non-stop,6094,180,0,2019,4,27,14,10,17,10
Jet Airways,Delhi,Cochin,1 stop,10262,940,1,2019,6,12,20,55,12,35
Jet Airways,Delhi,Cochin,2 stops,15439,440,2,2019,4,9,11,40,19,0
IndiGo,Banglore,Delhi,non-stop,4077,170,0,2019,5,6,23,30,2,20
GoAir,Banglore,Delhi,non-stop,4632,165,0,2019,5,18,20,55,23,40
Jet Airways,Kolkata,Banglore,1 stop,12692,505,1,2019,6,6,9,35,18,0
IndiGo,Kolkata,Banglore,1 stop,3480,265,1,2019,4,24,19,20,23,45
Multiple carriers,Delhi,Cochin,2 stops,19360,460,2,2019,5,18,17,50,1,30
Jet Airways,Banglore,New Delhi,1 stop,9134,1235,1,2019,3,15,11,40,8,15
Multiple carriers,Delhi,Cochin,1 stop,13587,420,1,2019,6,24,14,0,21,0
Jet Airways,Delhi,Cochin,1 stop,15554,1530,1,2019,5,9,17,30,19,0
Jet Airways,Banglore,New Delhi,non-stop,7229,160,0,2019,3,9,19,55,22,35
IndiGo,Delhi,Cochin,1 stop,7514,825,1,2019,3,6,8,35,22,20
Multiple carriers,Delhi,Cochin,1 stop,13587,780,1,2019,6,6,8,0,21,0
Jet Airways,Banglore,Delhi,non-stop,7229,180,0,2019,6,9,7,10,10,10
Jet Airways,Delhi,Cochin,1 stop,10262,1570,1,2019,6,1,2,15,4,25
IndiGo,Delhi,Cochin,1 stop,14871,810,1,2019,3,3,7,30,21,0
Multiple carriers,Delhi,Cochin,1 stop,10529,615,1,2019,5,27,8,45,19,0
IndiGo,Delhi,Cochin,1 stop,6442,895,1,2019,6,12,7,35,22,30
IndiGo,Kolkata,Banglore,1 stop,5170,290,1,2019,5,21,15,15,20,5
IndiGo,Delhi,Cochin,1 stop,6442,895,1,2019,5,15,7,35,22,30
IndiGo,Banglore,Delhi,non-stop,3419,175,0,2019,5,27,0,30,3,25
Jet Airways,Banglore,New Delhi,1 stop,17261,830,1,2019,3,6,20,35,10,25
SpiceJet,Chennai,Kolkata,non-stop,3543,135,0,2019,6,24,8,20,10,35
Air Asia,Banglore,Delhi,non-stop,3383,165,0,2019,5,12,11,10,13,55
Air India,Delhi,Cochin,2 stops,9181,1275,2,2019,6,24,22,0,19,15
Jet Airways,Banglore,New Delhi,1 stop,11087,990,1,2019,3,12,18,55,11,25
Jet Airways,Banglore,Delhi,non-stop,7229,180,0,2019,4,18,7,10,10,10
Multiple carriers,Delhi,Cochin,1 stop,11249,870,1,2019,3,9,4,45,19,15
Jet Airways,Banglore,New Delhi,1 stop,16736,960,1,2019,3,6,7,0,23,0
Jet Airways,Delhi,Cochin,1 stop,10262,655,1,2019,6,24,17,30,4,25
Jet Airways,Delhi,Cochin,1 stop,10262,300,1,2019,6,1,14,0,19,0
Jet Airways,Mumbai,Hyderabad,non-stop,5678,85,0,2019,5,15,2,55,4,20
Multiple carriers,Delhi,Cochin,1 stop,8307,390,1,2019,3,21,9,0,15,30
Air India,Delhi,Cochin,1 stop,7690,965,1,2019,5,18,17,20,9,25
Jet Airways,Delhi,Cochin,2 stops,16704,1390,2,2019,5,18,13,25,12,35
Air India,Delhi,Cochin,1 stop,10315,1660,1,2019,3,9,4,0,7,40
Jet Airways,Delhi,Cochin,2 stops,15129,1615,2,2019,5,27,9,40,12,35
Air India,Kolkata,Banglore,1 stop,12173,1555,1,2019,3,24,7,0,8,55
Air India,Kolkata,Banglore,1 stop,4227,965,1,2019,4,3,19,0,11,5
IndiGo,Banglore,Delhi,non-stop,3943,165,0,2019,6,12,6,5,8,50
Jet Airways,Banglore,Delhi,non-stop,7229,175,0,2019,6,1,11,10,14,5
Vistara,Kolkata,Banglore,1 stop,8610,790,1,2019,5,15,7,10,20,20
IndiGo,Banglore,New Delhi,non-stop,7303,175,0,2019,3,9,7,10,10,5
Jet Airways,Banglore,New Delhi,1 stop,10972,780,1,2019,3,18,18,40,7,40
Multiple carriers,Delhi,Cochin,1 stop,7670,640,1,2019,5,18,10,20,21,0
Air India,Delhi,Cochin,1 stop,8372,555,1,2019,5,15,10,0,19,15
IndiGo,Delhi,Cochin,1 stop,6628,630,1,2019,6,1,15,0,1,30
Jet Airways,Delhi,Cochin,1 stop,10262,1415,1,2019,6,9,13,0,12,35
Jet Airways,Kolkata,Banglore,1 stop,14178,1010,1,2019,5,24,16,30,9,20
Jet Airways,Delhi,Cochin,2 stops,8518,820,2,2019,3,27,5,10,18,50
Jet Airways,Delhi,Cochin,2 stops,13376,1320,2,2019,6,24,14,35,12,35
Vistara,Kolkata,Banglore,1 stop,8452,1065,1,2019,6,12,17,0,10,45
Jet Airways,Delhi,Cochin,1 stop,18371,620,1,2019,6,24,2,15,12,35
SpiceJet,Mumbai,Hyderabad,non-stop,1965,90,0,2019,4,3,13,15,14,45
Jet Airways,Delhi,Cochin,2 stops,10368,1025,2,2019,6,1,19,30,12,35
Jet Airways,Kolkata,Banglore,1 stop,11467,1295,1,2019,5,6,20,25,18,0
Jet Airways,Kolkata,Banglore,1 stop,14781,730,1,2019,5,9,16,30,4,40
Air India,Mumbai,Hyderabad,1 stop,9535,780,1,2019,3,6,20,15,9,15
Air India,Mumbai,Hyderabad,non-stop,2050,80,0,2019,4,3,21,5,22,25
Jet Airways,Delhi,Cochin,2 stops,10368,535,2,2019,6,12,19,30,4,25
Jet Airways,Kolkata,Banglore,1 stop,10031,850,1,2019,3,24,8,25,22,35
SpiceJet,Kolkata,Banglore,non-stop,4491,145,0,2019,4,21,9,0,11,25
Jet Airways,Banglore,Delhi,non-stop,7229,180,0,2019,5,15,17,45,20,45
SpiceJet,Banglore,New Delhi,1 stop,11401,475,1,2019,3,3,10,20,18,15
IndiGo,Chennai,Kolkata,non-stop,3597,140,0,2019,6,27,14,45,17,5
Vistara,Kolkata,Banglore,1 stop,7927,965,1,2019,6,12,17,0,9,5
SpiceJet,Kolkata,Banglore,non-stop,4174,145,0,2019,5,1,9,0,11,25
Air India,Kolkata,Banglore,1 stop,10203,555,1,2019,5,1,7,0,16,15
Vistara,Kolkata,Banglore,1 stop,8610,790,1,2019,5,9,7,10,20,20
Jet Airways,Banglore,Delhi,non-stop,5769,175,0,2019,6,12,15,15,18,10
IndiGo,Kolkata,Banglore,non-stop,5644,155,0,2019,5,1,11,30,14,5
Jet Airways,Banglore,Delhi,non-stop,5769,180,0,2019,6,3,7,10,10,10
Jet Airways,Banglore,Delhi,non-stop,7229,165,0,2019,5,15,6,0,8,45
IndiGo,Kolkata,Banglore,1 stop,4226,240,1,2019,6,9,6,20,10,20
IndiGo,Banglore,New Delhi,1 stop,4588,300,1,2019,3,9,12,5,17,5
Jet Airways,Mumbai,Hyderabad,non-stop,4995,90,0,2019,5,21,10,20,11,50
Jet Airways,Delhi,Cochin,1 stop,5406,1145,1,2019,4,1,17,30,12,35
SpiceJet,Kolkata,Banglore,non-stop,3873,150,0,2019,6,24,17,10,19,40
Jet Airways,Delhi,Cochin,1 stop,17024,440,1,2019,3,6,11,30,18,50
SpiceJet,Delhi,Cochin,1 stop,5158,270,1,2019,6,9,8,45,13,15
Jet Airways,Mumbai,Hyderabad,non-stop,8040,90,0,2019,5,1,10,20,11,50
Jet Airways,Kolkata,Banglore,1 stop,10844,635,1,2019,5,18,5,45,16,20
Air India,Chennai,Kolkata,non-stop,4667,135,0,2019,5,12,11,40,13,55
Jet Airways,Mumbai,Hyderabad,non-stop,5678,90,0,2019,4,3,19,35,21,5
Air India,Kolkata,Banglore,2 stops,12513,875,2,2019,5,12,5,50,20,25
Jet Airways,Banglore,Delhi,non-stop,8016,180,0,2019,6,27,7,10,10,10
SpiceJet,Chennai,Kolkata,non-stop,3543,140,0,2019,6,1,17,45,20,5
Jet Airways,Delhi,Cochin,1 stop,5963,655,1,2019,3,21,17,30,4,25
Jet Airways,Kolkata,Banglore,1 stop,14781,475,1,2019,5,18,8,25,16,20
Jet Airways,Delhi,Cochin,1 stop,12373,1655,1,2019,5,18,9,0,12,35
Jet Airways,Mumbai,Hyderabad,non-stop,3210,90,0,2019,6,1,19,35,21,5
Jet Airways,Banglore,New Delhi,1 stop,9134,760,1,2019,3,15,5,45,18,25
Jet Airways,Delhi,Cochin,2 stops,10919,830,2,2019,6,6,14,35,4,25
IndiGo,Mumbai,Hyderabad,non-stop,4575,90,0,2019,5,1,9,10,10,40
IndiGo,Delhi,Cochin,non-stop,5601,195,0,2019,6,15,5,35,8,50
Jet Airways,Kolkata,Banglore,1 stop,14151,395,1,2019,5,18,17,0,23,35
Air India,Kolkata,Banglore,2 stops,10151,1195,2,2019,5,6,12,0,7,55
Vistara,Banglore,Delhi,non-stop,5403,170,0,2019,4,18,9,45,12,35
IndiGo,Delhi,Cochin,1 stop,6147,345,1,2019,5,27,2,0,7,45
IndiGo,Kolkata,Banglore,non-stop,4804,150,0,2019,6,27,14,25,16,55
Multiple carriers,Delhi,Cochin,1 stop,8371,620,1,2019,3,27,8,55,19,15
Jet Airways,Delhi,Cochin,2 stops,13014,535,2,2019,6,9,19,30,4,25
Air Asia,Banglore,Delhi,non-stop,3383,170,0,2019,5,24,4,55,7,45
SpiceJet,Chennai,Kolkata,non-stop,7298,140,0,2019,3,6,17,45,20,5
Jet Airways,Banglore,Delhi,non-stop,4544,180,0,2019,4,3,7,10,10,10
Multiple carriers,Delhi,Cochin,1 stop,15147,395,1,2019,3,6,8,55,15,30
Multiple carriers,Delhi,Cochin,1 stop,10782,900,1,2019,3,9,4,45,19,45
IndiGo,Delhi,Cochin,1 stop,6027,290,1,2019,5,15,15,10,20,0
Jet Airways,Delhi,Cochin,2 stops,10919,830,2,2019,6,6,14,35,4,25
Air India,Delhi,Cochin,1 stop,6681,1565,1,2019,3,27,6,10,8,15
IndiGo,Banglore,Delhi,non-stop,3943,170,0,2019,6,24,23,30,2,20
Jet Airways,Delhi,Cochin,1 stop,12898,885,1,2019,5,27,21,50,12,35
IndiGo,Delhi,Cochin,1 stop,6628,415,1,2019,6,6,18,35,1,30
Air India,Delhi,Cochin,1 stop,5022,1590,1,2019,4,3,20,30,23,0
Air India,Delhi,Cochin,2 stops,12698,1470,2,2019,6,3,7,10,7,40
Air Asia,Delhi,Cochin,1 stop,10794,625,1,2019,6,9,20,45,7,10
IndiGo,Delhi,Cochin,1 stop,6416,575,1,2019,6,9,11,25,21,0
SpiceJet,Kolkata,Banglore,non-stop,4622,140,0,2019,3,9,22,20,0,40
IndiGo,Banglore,Delhi,non-stop,3943,170,0,2019,5,27,13,0,15,50
Air Asia,Kolkata,Banglore,non-stop,4508,150,0,2019,6,6,19,55,22,25
Vistara,Kolkata,Banglore,1 stop,8452,930,1,2019,6,12,7,10,22,40
Air India,Kolkata,Banglore,2 stops,13437,970,2,2019,5,12,16,45,8,55
Vistara,Chennai,Kolkata,non-stop,11982,140,0,2019,5,18,17,45,20,5
Jet Airways,Kolkata,Banglore,1 stop,10844,1025,1,2019,5,24,18,55,12,0
Jet Airways,Delhi,Cochin,2 stops,15129,1125,2,2019,5,9,9,40,4,25
Jet Airways,Delhi,Cochin,1 stop,14714,300,1,2019,6,27,14,0,19,0
IndiGo,Delhi,Cochin,1 stop,6093,860,1,2019,6,27,6,40,21,0
IndiGo,Delhi,Cochin,1 stop,5307,505,1,2019,4,6,4,55,13,20
GoAir,Delhi,Cochin,1 stop,10188,310,1,2019,5,15,14,25,19,35
Jet Airways,Kolkata,Banglore,1 stop,14571,735,1,2019,6,6,20,0,8,15
Jet Airways,Delhi,Cochin,2 stops,10976,555,2,2019,3,27,19,10,4,25
Jet Airways,Kolkata,Banglore,1 stop,10844,590,1,2019,5,24,6,30,16,20
IndiGo,Kolkata,Banglore,non-stop,4488,155,0,2019,4,9,20,20,22,55
Air India,Delhi,Cochin,1 stop,8582,1215,1,2019,5,24,23,0,19,15
Jet Airways,Delhi,Cochin,1 stop,10262,1010,1,2019,6,24,19,45,12,35
Vistara,Kolkata,Banglore,1 stop,8662,1065,1,2019,5,6,17,0,10,45
IndiGo,Banglore,New Delhi,non-stop,4777,165,0,2019,3,24,6,0,8,45
Jet Airways,Mumbai,Hyderabad,non-stop,2071,90,0,2019,3,27,15,50,17,20
Jet Airways,Banglore,New Delhi,1 stop,11087,980,1,2019,3,12,22,55,15,15
Air India,Banglore,Delhi,non-stop,5228,170,0,2019,4,18,21,5,23,55
Jet Airways,Kolkata,Banglore,1 stop,12996,590,1,2019,4,1,6,30,16,20
Jet Airways,Banglore,New Delhi,1 stop,16736,900,1,2019,3,6,8,0,23,0
Jet Airways,Kolkata,Banglore,1 stop,13941,910,1,2019,5,1,18,55,10,5
Air India,Banglore,New Delhi,1 stop,9166,500,1,2019,3,15,13,50,22,10
Air India,Delhi,Cochin,1 stop,12677,1535,1,2019,3,3,5,15,6,50
Air India,Chennai,Kolkata,non-stop,4405,135,0,2019,3,24,11,40,13,55
Jet Airways,Kolkata,Banglore,1 stop,12121,840,1,2019,5,6,9,35,23,35
Air India,Banglore,Delhi,non-stop,6121,170,0,2019,6,6,21,5,23,55
Jet Airways,Kolkata,Banglore,1 stop,14388,1495,1,2019,5,18,8,25,9,20
Jet Airways,Kolkata,Banglore,1 stop,11467,870,1,2019,4,1,20,25,10,55
Jet Airways,Banglore,New Delhi,1 stop,13817,780,1,2019,3,12,21,25,10,25
Air India,Mumbai,Hyderabad,non-stop,3100,75,0,2019,5,6,19,30,20,45
Multiple carriers,Delhi,Cochin,1 stop,8266,455,1,2019,5,21,11,40,19,15
Jet Airways,Kolkata,Banglore,1 stop,13759,1660,1,2019,3,24,19,45,23,25
IndiGo,Banglore,Delhi,non-stop,3943,170,0,2019,6,9,0,25,3,15
Multiple carriers,Delhi,Cochin,1 stop,12327,440,1,2019,3,27,18,15,1,35
IndiGo,Mumbai,Hyderabad,non-stop,4049,90,0,2019,6,12,6,25,7,55
SpiceJet,Banglore,Delhi,non-stop,3573,175,0,2019,6,1,21,10,0,5
Air Asia,Kolkata,Banglore,non-stop,4409,150,0,2019,5,15,19,55,22,25
Air India,Delhi,Cochin,2 stops,6565,1580,2,2019,3,27,7,5,9,25
IndiGo,Kolkata,Banglore,non-stop,4174,160,0,2019,4,15,21,25,0,5
Jet Airways,Banglore,Delhi,non-stop,4030,180,0,2019,5,24,7,10,10,10
Air Asia,Kolkata,Banglore,non-stop,4082,155,0,2019,3,21,10,20,12,55
Air India,Kolkata,Banglore,2 stops,6117,1555,2,2019,5,24,9,10,11,5
Jet Airways,Banglore,New Delhi,1 stop,6163,390,1,2019,3,21,5,50,12,20
Jet Airways,Delhi,Cochin,1 stop,6540,745,1,2019,3,27,16,0,4,25
SpiceJet,Kolkata,Banglore,1 stop,4649,315,1,2019,5,12,15,5,20,20
Jet Airways,Delhi,Cochin,1 stop,10262,1270,1,2019,6,9,21,50,19,0
Vistara,Banglore,Delhi,non-stop,5613,165,0,2019,4,6,19,30,22,15
IndiGo,Banglore,New Delhi,non-stop,6144,180,0,2019,3,24,8,30,11,30
Jet Airways,Kolkata,Banglore,1 stop,13067,1745,1,2019,5,12,17,0,22,5
Vistara,Banglore,New Delhi,non-stop,7608,175,0,2019,3,3,21,10,0,5
Multiple carriers,Delhi,Cochin,1 stop,7198,930,1,2019,6,9,10,0,1,30
Jet Airways,Kolkata,Banglore,1 stop,13941,425,1,2019,5,15,16,30,23,35
Jet Airways,Delhi,Cochin,2 stops,10368,1125,2,2019,6,9,9,40,4,25
SpiceJet,Chennai,Kolkata,non-stop,3543,135,0,2019,6,27,8,20,10,35
IndiGo,Kolkata,Banglore,non-stop,4462,160,0,2019,3,27,20,25,23,5
Air India,Kolkata,Banglore,2 stops,8005,470,2,2019,3,24,5,50,13,40
Jet Airways,Kolkata,Banglore,1 stop,7064,1660,1,2019,4,1,18,55,22,35
Jet Airways,Kolkata,Banglore,1 stop,12121,1480,1,2019,5,1,20,25,21,5
Air India,Delhi,Cochin,2 stops,8918,435,2,2019,5,9,12,0,19,15
Air India,Kolkata,Banglore,1 stop,8891,745,1,2019,5,12,9,25,21,50
Air India,Kolkata,Banglore,1 stop,10203,375,1,2019,5,1,10,0,16,15
Multiple carriers,Delhi,Cochin,1 stop,8073,480,1,2019,5,15,13,0,21,0
IndiGo,Delhi,Cochin,1 stop,11237,370,1,2019,3,3,16,10,22,20
Jet Airways,Delhi,Cochin,2 stops,13376,1300,2,2019,6,12,6,45,4,25
Multiple carriers,Delhi,Cochin,1 stop,6513,920,1,2019,6,9,7,10,22,30
Jet Airways,Kolkata,Banglore,1 stop,13731,585,1,2019,5,24,18,55,4,40
Jet Airways,Kolkata,Banglore,1 stop,7064,1430,1,2019,4,1,20,0,19,50
Jet Airways,Banglore,New Delhi,1 stop,16736,805,1,2019,3,6,5,45,19,10
Jet Airways,Kolkata,Banglore,1 stop,8586,845,1,2019,5,15,20,0,10,5
Multiple carriers,Delhi,Cochin,1 stop,11789,780,1,2019,6,15,6,0,19,0
IndiGo,Kolkata,Banglore,non-stop,5224,155,0,2019,5,24,11,30,14,5
IndiGo,Delhi,Cochin,non-stop,6834,195,0,2019,5,15,21,5,0,20
IndiGo,Delhi,Cochin,1 stop,6316,570,1,2019,6,15,16,0,1,30
Jet Airways,Delhi,Cochin,2 stops,11869,1925,2,2019,3,21,10,45,18,50
Air Asia,Kolkata,Banglore,non-stop,4384,150,0,2019,3,6,22,50,1,20
IndiGo,Kolkata,Banglore,non-stop,5644,150,0,2019,4,21,14,25,16,55
Air India,Delhi,Cochin,2 stops,19681,1380,2,2019,3,9,20,15,19,15
Multiple carriers,Delhi,Cochin,1 stop,13377,930,1,2019,6,6,10,0,1,30
Multiple carriers,Delhi,Cochin,2 stops,10090,695,2,2019,3,9,9,45,21,20
Jet Airways,Mumbai,Hyderabad,2 stops,20845,1380,2,2019,3,6,17,50,16,50
Vistara,Banglore,Delhi,non-stop,4878,155,0,2019,6,24,17,0,19,35
IndiGo,Mumbai,Hyderabad,non-stop,2227,90,0,2019,6,1,21,20,22,50
IndiGo,Delhi,Cochin,1 stop,6442,515,1,2019,5,18,7,35,16,10
SpiceJet,Banglore,Delhi,non-stop,3257,175,0,2019,5,27,21,10,0,5
Jet Airways,Banglore,Delhi,non-stop,7229,165,0,2019,6,15,6,0,8,45
Air India,Kolkata,Banglore,2 stops,15164,1035,2,2019,5,1,20,30,13,45
IndiGo,Banglore,New Delhi,non-stop,10067,170,0,2019,3,24,10,10,13,0
Air India,Delhi,Cochin,non-stop,5674,180,0,2019,3,15,14,10,17,10
Jet Airways,Banglore,New Delhi,1 stop,20800,1220,1,2019,3,1,14,5,10,25
IndiGo,Delhi,Cochin,1 stop,7144,940,1,2019,5,18,6,50,22,30
Air India,Delhi,Cochin,non-stop,6094,170,0,2019,5,27,5,10,8,0
Jet Airways,Mumbai,Hyderabad,non-stop,4050,90,0,2019,5,18,10,20,11,50
SpiceJet,Chennai,Kolkata,non-stop,3859,135,0,2019,6,24,9,45,12,0
Jet Airways,Delhi,Cochin,2 stops,11664,1950,2,2019,3,21,10,20,18,50
Multiple carriers,Delhi,Cochin,2 stops,7731,850,2,2019,3,6,7,10,21,20
Jet Airways,Kolkata,Banglore,1 stop,12692,575,1,2019,6,12,9,35,19,10
Air India,Delhi,Cochin,2 stops,11307,1210,2,2019,5,18,13,15,9,25
Jet Airways,Kolkata,Banglore,1 stop,8586,450,1,2019,6,9,21,10,4,40
IndiGo,Banglore,New Delhi,1 stop,5746,245,1,2019,3,21,11,20,15,25
Multiple carriers,Delhi,Cochin,1 stop,13378,675,1,2019,3,21,8,0,19,15
Air India,Banglore,New Delhi,non-stop,7486,165,0,2019,3,24,17,0,19,45
SpiceJet,Chennai,Kolkata,non-stop,7298,155,0,2019,3,6,9,30,12,5
Multiple carriers,Delhi,Cochin,1 stop,7005,560,1,2019,6,12,11,40,21,0
IndiGo,Kolkata,Banglore,non-stop,4804,155,0,2019,5,12,17,15,19,50
IndiGo,Delhi,Cochin,1 stop,16162,490,1,2019,3,9,4,45,12,55
IndiGo,Banglore,Delhi,non-stop,3419,175,0,2019,4,24,0,30,3,25
Air Asia,Kolkata,Banglore,2 stops,5192,500,2,2019,5,1,15,10,23,30
Air Asia,Kolkata,Banglore,non-stop,4409,155,0,2019,4,15,10,20,12,55
Jet Airways,Banglore,Delhi,non-stop,7229,180,0,2019,4,18,8,20,11,20
IndiGo,Banglore,New Delhi,1 stop,5397,295,1,2019,3,15,16,55,21,50
Jet Airways,Delhi,Cochin,1 stop,6542,300,1,2019,4,15,14,0,19,0
GoAir,Delhi,Cochin,1 stop,5281,535,1,2019,3,27,10,25,19,20
Multiple carriers,Delhi,Cochin,1 stop,8266,385,1,2019,6,6,12,50,19,15
Jet Airways,Delhi,Cochin,1 stop,10262,300,1,2019,6,12,14,0,19,0
Vistara,Kolkata,Banglore,1 stop,11105,1445,1,2019,3,24,20,20,20,25
Jet Airways,Banglore,Delhi,non-stop,4544,180,0,2019,4,3,8,20,11,20
Air India,Kolkata,Banglore,non-stop,4960,150,0,2019,3,6,14,15,16,45
Jet Airways,Banglore,New Delhi,1 stop,16736,1210,1,2019,3,6,8,55,5,5
Multiple carriers,Delhi,Cochin,1 stop,13377,930,1,2019,6,1,10,0,1,30
SpiceJet,Mumbai,Hyderabad,non-stop,2227,90,0,2019,5,18,13,15,14,45
Air India,Mumbai,Hyderabad,non-stop,3100,80,0,2019,3,15,6,20,7,40
Air India,Mumbai,Hyderabad,non-stop,3100,80,0,2019,6,9,21,5,22,25
SpiceJet,Kolkata,Banglore,non-stop,3873,155,0,2019,5,18,6,55,9,30
IndiGo,Mumbai,Hyderabad,non-stop,5232,90,0,2019,3,3,20,5,21,35
Jet Airways,Banglore,Delhi,non-stop,3359,185,0,2019,5,27,18,55,22,0
IndiGo,Banglore,New Delhi,non-stop,6144,175,0,2019,3,24,7,10,10,5
IndiGo,Delhi,Cochin,1 stop,7725,265,1,2019,3,6,7,35,12,0
Air India,Banglore,New Delhi,non-stop,4441,170,0,2019,3,24,21,5,23,55
Air India,Delhi,Cochin,3 stops,10703,2280,3,2019,6,27,5,15,19,15
Jet Airways,Kolkata,Banglore,1 stop,8529,775,1,2019,6,12,21,10,10,5
Multiple carriers,Delhi,Cochin,1 stop,14973,560,1,2019,3,3,4,0,13,20
Jet Airways,Kolkata,Banglore,1 stop,14571,685,1,2019,5,24,8,25,19,50
SpiceJet,Banglore,Delhi,non-stop,3257,175,0,2019,6,3,21,10,0,5
Jet Airways,Banglore,New Delhi,1 stop,11087,365,1,2019,3,18,16,55,23,0
